Brand,Price Value,Currency,Rating,Ratings Count,Processor,Screen Size,Manufacturer Color,Color,Ram Size,SSD Capacity,GPU,Processor Speed,Type,Release Year,Model,OS,Features,Hard Drive Capacity,Country Region Of Manufacture,Storage Type,Resolution Width,Resolution Height
HP,325.0,$,5 out of 5 stars,1.0,AMD Ryzen 7 7000 Series,15.6,Natural Silver,Silver,16 GB,512 GB,AMD Radeon Graphics,2.00 GHz,Notebook/Laptop,Unknown,HP Pavilion 15-eh3047nr,Windows 11 Home,Unknown,Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
HP,355.66,$,Unknown,4.0,Intel Core i7 8th Gen.,13.3,Unknown,Unknown,16 GB,512 GB,Intel UHD Graphics 620,1.80 TO 4.60GHZ,Notebook/Laptop,2019,HP EliteBook x360,Windows 11 Pro,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Convertible 2-in-1 Laptop/Tablet,  LTE,  NFC,  Touchscreen,  Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
Lenovo,390.98,$,Unknown,4.0,Intel Core i5 7th generation,14.0,Unknown,Unknown,Unknown,480GB,Unknown,3.10 GHz,Notebook/Laptop,Unknown,T470s,Windows 11 Pro,"Touch ID, 10/100 LAN Card, Wi-Fi, Backlit Keyboard, Bluetooth",NO,Unknown,Unknown,1920.0,1080.0
Dell,420.58,$,Unknown,4.0,Intel Core i5 3rd generation,14.0,Unknown,Unknown,Unknown,960GB,Intel HD Graphics 4000,2.00-3.00GHz,Notebook/Laptop,Unknown,E6430,Windows 11 Pro,"10/100 LAN Card, Wi-Fi",NO,Unknown,Unknown,1920.0,1080.0
Unknown,227.26,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
ASUS,3.0,$,Unknown,4.0,Intel Core i9 13th Gen.,18.0,Unknown,Unknown,32 GB,2 TB,NVIDIA GeForce RTX 4090,Unknown,Notebook/Laptop,2023,ASUS ROG Strix Scar 18,Windows 11 Home,"10/100 LAN Card,  Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Multi-Touch Trackpad,  Virtual Reality Ready",2 TB,Unknown,SSD,2560.0,1600.0
Microsoft,181.46,$,Unknown,4.0,I5,13.5,Unknown,Unknown,8GB,Unknown,Unknown,Unknown,Notebook/Laptop,Unknown,Unknown,Unknown,"Touchscreen, Bluetooth, Built-in Webcam",128 GB,Unknown,SSD (Solid State Drive),1920.0,1080.0
HP,227.77,$,Unknown,4.0,Intel Core i7 8th Gen.,13.0,Unknown,Unknown,Unknown,1 TB,Unknown,Unknown,Notebook/Laptop,Unknown,HP Spectre X360,Windows 11 Home,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Force Touch Trackpad, Touch ID, Touchscreen, Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
Lenovo,170.9,$,Unknown,4.0,Intel Core i5 8th Gen.,15.6,Unknown,Unknown,8 GB,256 GB,Unknown,1.60 GHz,Notebook/Laptop,Unknown,Lenovo V330-15IKB,Windows 11 Pro,"10/100 LAN Card,  Built-in Microphone,  Built-in Webcam,  Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),1366.0,768.0
HP,618.78,$,Unknown,4.0,Intel Core i5 12th Gen.,15.6,Unknown,Unknown,8 GB,256 GB,Intel Iris Xe Graphics,1.30 GHz,Notebook/Laptop,Unknown,HP 250 G9,Windows 11 Home,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",256 GB,Unknown,SSD (Solid State Drive),1920.0,1080.0
Dell,368.59,$,Unknown,4.0,Intel Core i5 4th generation,14.0,Unknown,Unknown,Unknown,360GB,Intel HD Graphics 4400,1.50-1.99GHz,Notebook/Laptop,Unknown,E5440,Windows 10 pros,"10/100 LAN Card, Webcam integrated, Wi-Fi, Optical Drive, Bluetooth",NO,Unknown,SSD,1920.0,1080.0
Lenovo,327.74,$,Unknown,4.0,Intel Core i7,15.6,Unknown,Unknown,32 GB,256 GB,Unknown,Unknown,Notebook/Laptop,Unknown,"Budget Laptop Deal, offer",Windows 11,"10/100 LAN Card, Bluetooth, Built-in Microphone, Widescreen Display, Wi-Fi",Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,2.0,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,433.97,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,100.0,$,Unknown,4.0,Amd A6,14.0,Unknown,Gray,16 GB,32 GB,AMD Radeon Vega 6,2.20 GHz,Notebook/Laptop,Unknown,Lenovo Ideapad Slim,Windows 10,"Bluetooth,  Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),2560.0,1600.0
Lenovo,445.06,$,Unknown,4.0,Intel Xeon E-2176M CPU,15.6,Unknown,Black,32 GB,512 GB,NVIDIA Quadro P2000 With Max-Q Design,1.80 GHz,Notebook/Laptop,Unknown,Lenovo ThinkPad P1,Windows 11 Pro,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),3840.0,2160.0
Unknown,227.26,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,352.8,$,Unknown,4.0,Intel Core i5 7th generation,14.0,Unknown,Unknown,Unknown,240GB,Unknown,3.10 GHz,Notebook/Laptop,Unknown,T470s,Windows 10 Pros,"Touch ID, 10/100 LAN Card, Wi-Fi, Backlit Keyboard, Bluetooth",NO,Unknown,Unknown,1920.0,1080.0
Unknown,330.05,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Microsoft,191.08,$,Unknown,4.0,Intel Core i5,13.5,Unknown,Unknown,8 GB,128 GB,Unknown,Unknown,Unknown,Unknown,Microsoft Surface Book,Windows 10,Unknown,128 GB,Unknown,Unknown,1920.0,1080.0
Unknown,340.01,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,INTEL HD-GRAFIK 620,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Compaq,151.85,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,85.92,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Batterie,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unbranded,43.27,$,Unknown,4.0,AMD A10,6.1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
LG,649.0,$,Unknown,4.0,Intel Core i7 12th Gen.,16.0,Unknown,Silver,16 GB,1 TB,Intel Iris Xe Graphics,3.40 GHz,Notebook/Laptop,Unknown,Gram,Windows 11 Home,Unknown,Unknown,Unknown,SSD (Solid State Drive),2560.0,1600.0
Unknown,436.71,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,339.55,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Carte graphique Intel HD 520,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Compaq,164.49,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Acer,350.0,$,4.5 out of 5 stars,4.0,Intel Core i5 10th Gen.,13.5,Silver,Silver,8 GB,256 GB,Intel Iris Plus Graphics,1.10 GHz,Notebook/Laptop,2020,Acer Swift 3,Windows 10 Home,"Built-in Webcam, Backlit Keyboard",Unknown,Unknown,SSD (Solid State Drive),2256.0,1504.0
Dell,549.83,$,Unknown,4.0,Unknown,14.0,Unknown,Black,8 GB,256 GB,Intel Iris Xe Graphics,2.40 GHz,Notebook/Laptop,Unknown,Dell Latitude 7420,Windows 10 Pro,"Backlit Keyboard, Bluetooth, Wi-Fi, Built-in Webcam, Touchscreen, Multi-Touch Trackpad, Built-in Microphone, Force Touch Trackpad",256 GB,Unknown,SSD (Solid State Drive),1920.0,1080.0
Dell,316.94,$,Unknown,4.0,Intel Core i5 3rd generation,14.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 4000,2.00-3.00GHz,Notebook/Laptop,Unknown,E6430,Windows 11 Pro,"10/100 LAN Card,  Wi-Fi",NO,Unknown,Unknown,1920.0,1080.0
Lenovo,419.31,$,Unknown,4.0,Intel Core i3 7th generation,13.0,Unknown,Unknown,Unknown,120GB,Intel HD Graphics 620,2.40GHz,Notebook/Laptop,Unknown,13,Windows 11 pros,"Webcam integrated,  Wi-Fi,  Bluetooth",NO,Unknown,SSD,1920.0,1080.0
Unknown,451.22,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Acer,1.0,$,Unknown,4.0,AMD Athlon XP,15.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,412.93,$,Unknown,4.0,Intel Core i5 6th generation,14.0,Unknown,Unknown,Unknown,480GB,Intel HD Graphics 520,2.80 GHz,Notebook/Laptop,Unknown,T460s,Windows 10 Pros,"Touch ID,  10/100 LAN Card,  Bluetooth,  Backlit Keyboard,  Webcam integrated,  Wi-Fi",NO,Unknown,Unknown,1920.0,1080.0
Lenovo,199.99,$,Unknown,4.0,Intel Celeron N,11.6,Gray,Gray,8 GB,64 GB,Intel UHD Graphics,1.10 GHz,Notebook/Laptop,2021,Lenovo 500e Chromebook Gen 3,Chrome OS,"Touchscreen, Bluetooth, Wi-Fi",Unknown,Unknown,eMMC,1366.0,768.0
Dell,359.99,$,1 out of 5 stars,1.0,Intel Core i5 10th Gen.,15.6,Unknown,Black,8 GB,256 GB,Intel UHD Graphics,1.00 GHz,Laptop,2021,Inspiron 15,Windows 11,"Bluetooth, Built-in Webcam, Built-in Microphone",256 GB,Unknown,SSD (Solid State Drive),1920.0,1080.0
Dell,199.0,$,Unknown,4.0,Intel Core i7 3rd Gen.,15.6,Unknown,Unknown,16 GB,512 GB,Nvida Quadro K1000m,2.70 GHz,Notebook/Laptop,Unknown,Dell Precision M4700,Windows 11 Pro,"Built-in Microphone, Built-in Webcam",512 GB,Unknown,HDD (Hard Disk Drive),1920.0,1080.0
Lenovo,125.96,$,Unknown,4.0,Intel Core i5-5200U,14.0,Graphite Black,Black,4 GB,Unknown,Intel HD Graphics,2.20 GHz,Notebook/Laptop,2015,Lenovo ThinkPad T450,Windows 10 Pro,"Bluetooth,  Built-in Microphone,  Built-in Webcam,  Force Touch Trackpad,  Multi-Touch Trackpad,  Wi-Fi",500 GB,Unknown,HDD (Hard Disk Drive),1366.0,768.0
Dell,119.0,$,Unknown,4.0,Intel Core i7 8th Gen.,14.0,Unknown,Unknown,8 GB,256GB,Unknown,1.90 GHz,Notebook/Laptop,Unknown,Dell Latitude 5490,"Professional, Windows 10","Built-in Webcam, 10/100 LAN Card, Backlit Keyboard, Built-in Microphone",Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
Acer,75.92,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,674.99,$,Unknown,4.0,Intel Core i7 12th Gen.,15.6,Unknown,Black,16 GB,512 GB,Intel Iris Xe Graphics,4.70 GHz,Notebook/Laptop,Unknown,Dell Inspiron 15 3520,Windows 11 Home,"Backlit Keyboard,  Bluetooth,  Built-in Microphone,  Built-in Webcam",Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
HP,116.99,$,Unknown,4.0,Intel Core i5 4th Gen.,14.0,Unknown,Black,16 GB,256 GB,Intel HD Graphics,Unknown,Notebook/Laptop,Unknown,HP ProBook,Windows 10 Pro,"Bluetooth, Built-in Microphone, Built-in Webcam, Optical Drive, Wi-Fi",256 GB,Unknown,SSD (Solid State Drive),1600.0,900.0
Apple,599.0,$,Unknown,4.0,I5-7y54,12.0,Unknown,Gold,8 GB,512 GB,Intel HD Graphics,1.20 GHz,Notebook/Laptop,2017,Macbook,Mac Os,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Unknown,China,SSD (Solid State Drive),1366.0,768.0
Lenovo,159.99,$,Unknown,4.0,Intel Pentium N5030,14.0,Unknown,Gray,4 GB,128 GB,Intel UHD Graphics 605,1.10 GHz,Notebook/Laptop,2020,IdeaPad 1 14IGL05,Windows 11 Home,"Bluetooth, Built-in Webcam, Built-in Microphone",128 GB,Unknown,SSD (Solid State Drive),1366.0,768.0
Dell,321.23,$,Unknown,4.0,Intel Core i5 4th generation,14.0,Unknown,Unknown,Unknown,120GB,Nvidia GeForce GT720M,2.60 GHz,Notebook/Laptop,Unknown,E5440,Windows 10 Pros,"10/100 LAN Card,  Wi-Fi,  SD Card Reader",NO,Unknown,Unknown,1920.0,1080.0
Unknown,247.94,$,Unknown,4.0,Unknown,14.0,Unknown,Negro,Unknown,Unknown,Intel GMA 950,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Lenovo,30.0,$,4.5 out of 5 stars,26.0,Intel Celeron,11.6,onyx black,Black,32 GB,32 GB,Integrated,1.1 GHz,Chromebook,2019,Samsung ChromeBook,Chrome OS,"Bluetooth, Built-in Webcam, Wi-Fi, Multi-Touch Trackpad, Built-in Microphone",32 GB,Unknown,eMMC,1366.0,768.0
Lenovo,489.99,$,Unknown,4.0,Intel Core i3 10th Gen.,15.6,Unknown,Black,8 GB,256 GB,Intel UHD Graphics,1.20 GHz,Notebook/Laptop,Unknown,Unknown,Windows 10 S,"Bluetooth, Built-in Microphone, Built-in Webcam",256 GB,Unknown,SSD (Solid State Drive),1366.0,768.0
HP,70.0,$,Unknown,4.0,Intel Pentium,14.0,Unknown,Black,4 GB,Unknown,Intel HD Graphics,3.00GHz,Mini Tower PC,Unknown,500B MT,Windows 10,"DVD, Optical Drive, WIFI Adapter",500GB,Unknown,HDD (Hard Disk Drive),1920.0,1080.0
Dell,1.0,$,Unknown,4.0,Intel Core i5 11th Gen.,14.0,Unknown,Black,16 GB,512 GB,Intel Iris Xe Graphics,2.40 GHz,Notebook/Laptop,2022,Dell Latitude 5430 Rugged,Windows 11 Pro,Rugged,512 GB,Unknown,SSD (Solid State Drive),1920.0,1080.0
Unknown,128.42,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,129.0,$,Unknown,4.0,Intel Core i5-6300U,15.0,Unknown,Black,8GB,256GB,Integrated,2.40GHz,Laptop,Unknown,Latitude 5580,Windows 10 Pro,Built-in Webcam,Unknown,Unknown,SSD,1920.0,1080.0
HP,126.53,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Unknown,227.39,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel GMA 950,Unknown,Ordinateur portable/Pc portable,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,351.19,$,Unknown,4.0,Intel Core i5 3rd generation,14.0,Unknown,Unknown,Unknown,240GB,Intel HD Graphics 4000,2.00-3.00GHz,Notebook/Laptop,Unknown,E6430,Windows 10 Pros,"10/100 LAN Card, Wi-Fi",NO,Unknown,Unknown,1920.0,1080.0
Samsung,40.0,$,4.5 out of 5 stars,1533.0,Samsung Exynos 5 Dual,11.6,Silver,Silver,2 GB,16 GB,Intel HD Graphics,1.70 GHz,Notebook/Laptop,2012,Samsung ChromeBook,Chrome OS,"Bluetooth, Built-in Webcam, Wi-Fi, Built-in Microphone",Unknown,Unknown,eMMC,1366.0,768.0
Toshiba,126.53,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
HP,111.27,$,Unknown,4.0,Intel Core i5 4th Gen.,15.6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,HP Probook 650 G1,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,249.95,$,Unknown,4.0,Intel Core i7 4th Gen.,14.0,Unknown,Black,16 GB,1 TB,Intel HD Graphics 4400,Unknown,Notebook/Laptop,Unknown,Dell Latitude E5440,Windows 10,"Intel Turbo Boost Technology 2.0, Built-in Speakers, Anti-glare HD LED Display, Bluetooth, Built-in Webcam, Multi-Touch Trackpad, Optical Drive, Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),1366.0,768.0
Does not apply,1.0,$,Unknown,4.0,i7,16.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Does not apply,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
HP,99.0,$,Unknown,4.0,Intel Celeron N4120,14.0,Unknown,Jet Black,4 GB,64 GB,Unknown,Unknown,Laptop,Unknown,14-dq0051dx,Windows 11 Home S,Unknown,64 GB,Unknown,eMMC,1366.0,768.0
HP,145.0,$,4.5 out of 5 stars,7.0,Intel Celeron N4000,14.0,Silver,Silver,4 GB,Unknown,Intel UHD Graphics 600,2.60 GHz,Chromebook,2020,14a-na0023cl,Chrome OS,"Touchscreen, Bluetooth, Built-in Webcam, Multi-Touch Trackpad, Backlit Keyboard, Built-in Microphone",Unknown,Unknown,eMMC,1920.0,1080.0
Dell,200.0,$,Unknown,4.0,Intel Core i7 6th Gen.,15.6,Unknown,Silver,8 GB,1 TB,Intel HD Graphics 520,2.50 GHz,Notebook/Laptop,Unknown,Dell Inspiron 15 5559,Unknown,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",1 TB,Unknown,HDD (Hard Disk Drive),1366.0,768.0
Dell,420.58,$,Unknown,4.0,Intel Core i5 3rd generation,14.0,Unknown,Unknown,Unknown,960GB,Intel HD Graphics 4000,2.00-3.00GHz,Notebook/Laptop,Unknown,E6430,Windows 10 Pros,"10/100 LAN Card,  Wi-Fi",NO,Unknown,Unknown,1920.0,1080.0
ASUS,25.31,$,Unknown,4.0,Intel Core i7 13th Gen.,13.3,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Notebook/Laptop,Unknown,ASUS ZenBook S13,Unknown,Unknown,1 TB,Unknown,Unknown,1920.0,1080.0
Unknown,1.0,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Microsoft,118.11,$,Unknown,4.0,Intel Pentium Gold,10.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Microsoft Surface Go,Windows 11 Pro,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Microsoft,100.0,$,Unknown,4.0,Intel Core i5 8th Gen.,13.5,Unknown,Silver,8 GB,256 GB,Intel UHD Graphics 620,1.7 GHz,Notebook/Laptop,2018,Microsoft Surface Book 2,Windows 10 Pro,"Bluetooth, Built-in Microphone, Built-in Webcam, Convertible 2-in-1 Laptop/Tablet, Touchscreen, Wi-Fi",256 GB,Unknown,SSD (Solid State Drive),3000.0,2000.0
Dell,750.0,$,Unknown,4.0,Intel Core i7 10th Gen.,15.6,Unknown,Unknown,16 GB,512 GB,NVIDIA Quadro T1000,2.60 GHz,Notebook/Laptop,Unknown,Dell Precision 5550 (Touchscreen),Windows 11 Pro,"Backlit Keyboard,  Built-in Webcam,  Touchscreen",Unknown,Unknown,Solid State Drive,3840.0,2400.0
Unknown,238.2,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Intel HD Graphics 520,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Dell,253.08,$,Unknown,4.0,Intel Core i5-1035G1,15.6,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Notebook/Laptop,Unknown,Dell Inspiron 5593,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Panasonic,164.95,$,Unknown,4.0,Intel Core Duo,13.1,Unknown,Silver,2 GB,256 GB,Intel HD Graphics,1.60 GHz,Notebook/Laptop,2022,Panasonic Toughbook CF-30,Windows 7,"Bluetooth,  Built-in Microphone",320 GB,Taiwan,SSD (Solid State Drive),1024.0,728.0
CLEVO,158.18,$,Unknown,4.0,Intel DUAL Core Quad Thread Pentium 4415U 2.30GHz,15.6,Unknown,Unknown,8 GB,240GB,Unknown,2.30GHz,Notebook/Laptop,Unknown,W955BU,Windows 11 Pro,"10/100 LAN Card,  Bluetooth,  Built-in Microphone,  Built-in Webcam,  Optical Drive,  Wi-Fi,  HDMI,  VGA",240 GB,Unknown,SSD (Solid State Drive),1366.0,768.0
HP,259.99,$,4.5 out of 5 stars,3.0,Intel Core i3 11th Gen.,17.3,Natural Silver,Silver,8 GB,256 GB,Intel UHD Graphics,2.00 GHz,Notebook/Laptop,2023,HP 17-cn0003dx,Windows 11 Home,"Bluetooth, Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),1600.0,900.0
Panasonic,599.99,$,Unknown,4.0,Intel Core i5 7th Gen.,14.0,Unknown,Silver,16 GB,1 TB,Intel HD Graphics,2.70 GHz,Notebook/Laptop,Unknown,Panasonic Toughbook CF-54,Windows 10 Pro,"Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam",1 TB,Unknown,SSD (Solid State Drive),1920.0,1080.0
Unknown,129.43,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
HP,62.95,$,Unknown,4.0,Intel Core i3 6th Gen.,15.6,Unknown,Black,6 GB,1 TB,Intel HD Graphics,2.30 GHz,Notebook/Laptop,2016,HP 15-ay009dx,Windows 10 Home,"Optical Drive,  Touchscreen,  Widescreen Display,  Wi-Fi",1 TB,China,HDD (Hard Disk Drive),1366.0,768.0
Unknown,92.45,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
HP,184.1,$,Unknown,4.0,Intel Core i5 8th Gen.,14.0,Unknown,Unknown,8 GB,256 GB,Unknown,Unknown,Notebook/Laptop,Unknown,HP Elitebook 840 G5,Windows 11 Pro,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
Unknown,815.74,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Fujitsu,226.51,$,Unknown,4.0,Intel Core i7,13.3,Unknown,Unknown,Unknown,1 TB,Intel,3.50 GHz,Notebook/Laptop,Unknown,"Budget Laptop Deal, offer",Windows 11 Pro,"10/100 LAN Card, Backlit Keyboard, Bluetooth, Built-in Microphone, Built-in Webcam, Widescreen Display, Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
Unknown,108.77,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
SGIN,159.0,$,Unknown,4.0,Intel Celeron N,15.6,Unknown,Silver,4 GB,128 GB,Unknown,2.80 GHz,Notebook/Laptop,Unknown,SGIN M15,Chrome OS,"Bluetooth, Built-in Microphone, Built-in Webcam, Wi-Fi",128 GB (gigabyte),Unknown,SSD (Solid State Drive),1920.0,1080.0
Lenovo,1.0,$,Unknown,4.0,Intel Core i7 13th Gen.,13.3,Grey,Teal,16 GB,1 TB,Unknown,Unknown,Notebook/Laptop,Unknown,Yoga Book 9i 13IRU8,Windows 11 Home,"Bluetooth, Built-in Microphone, Built-in Webcam, Touchscreen, Wi-Fi, Double Screen, Convertible 2-in-1 Laptop/Tablet",1 TB,Unknown,SSD (Solid State Drive),2880.0,1800.0
Unknown,152.26,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Acer,500.0,$,Unknown,4.0,Intel Core i5 9th Gen.,17.3,Unknown,Black,512 GB,512 GB,NVIDIA GeForce GTX 1650,Unknown,Notebook/Laptop,Unknown,Acer Nitro 5,Windows 10,Backlit Keyboard,Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
Lenovo,292.26,$,Unknown,4.0,Intel Core i5 7th generation,14.0,Unknown,Unknown,Unknown,120GB,Unknown,3.10 GHz,Notebook/Laptop,Unknown,T470s,Windows 11 Pro,"Touch ID, 10/100 LAN Card, Wi-Fi, Backlit Keyboard, Bluetooth",NO,Unknown,Unknown,1920.0,1080.0
Unknown,65.26,$,Unknown,4.0,Unknown,14.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920.0,1080.0
Chuwi,287.12,$,Unknown,4.0,Intel Core M3,13.3,Unknown,Gray,8 GB,256 GB,Intel HD Graphics 615,1.10 GHz,Notebook/Laptop,2022,Aerobook Pro,Windows 10,Backlit Keyboard,256 GB,China,SSD (Solid State Drive),1920.0,1080.0
HP,442.89,$,Unknown,4.0,Intel Core i7 8th Gen.,14.0,Unknown,Unknown,32 GB,1 TB,AMD Radeon Pro WX 3200,1.80 GHz,Unknown,Unknown,ZBook 14u G6,Windows 10 Pro,"Backlit Keyboard, Bluetooth, Webcam",Unknown,Unknown,SSD (Solid State Drive),1920.0,1080.0
Lenovo,100.0,$,Unknown,4.0,Amd A6,14.0,Unknown,Gray,16 GB,32 GB,AMD Radeon Vega 6,2.20 GHz,Notebook/Laptop,Unknown,Lenovo Ideapad Slim,Windows 10,"Bluetooth, Wi-Fi",Unknown,Unknown,SSD (Solid State Drive),2560.0,1600.0
